name,zip,orders,month,delivery_service
Schloss Weinkeller,1140,1005,1,competition
Moderne Inn,8010,127,1,competition
Goldene Burg,4452,5,1,competition
Edelweiß Gastgewölbe,1150,0,1,competition
Bauer Weinkneipe,2514,611,1,competition
Schloss Wanderhütte,8045,212,1,competition
Ruhige Stubn,4040,370,1,competition
Alpen Zimmer,1150,4,1,competition
Bustling Tanzlokal,2132,230,1,competition
Berg Hof,5431,8,1,competition
Rustikale Dorf,2544,252,1,competition
Bunte Herberge,1070,122,1,competition
Holz Stüberl,1220,491,1,competition
Frische Eck,1040,6,1,competition
Gemütliche Stubn,2500,286,1,competition
Herzog Tenne,1020,2,1,competition
Wiener Waldhaus,6020,8,1,competition
Fröhliche Drinkery,8411,168,1,competition
Romantische Almhütte,6020,612,1,competition
Bunte Rathskeller,2000,654,1,competition
Alpen Schänke,5204,370,1,competition
Roter See,1060,3,1,competition
Weinstube Eatery,2700,1239,1,competition
Opulent Felsenkeller,5020,4,1,competition
Goldene Hofladen,4662,204,1,competition
Rote Alm,8041,41,1,competition
Rustikale Schmiede,1210,740,1,competition
Verzauberte Alm,1160,936,1,competition
Bunte Weinkneipe,1200,6,1,competition
Fröhliche Herrenhaus,1050,5,1,competition
Traditionelle Watering hole,2120,639,1,competition
Edle Platzl,9800,8,1,competition
Gesellige See,8700,284,1,competition
Kaiser Brauerei,2500,2,1,competition
Rauchige Winery,8010,211,1,competition
Roter See,1100,48,1,competition
Weinstube Stuben,2700,85,1,competition
Edelweiß Eatery,1160,530,1,competition
Mühle Grillplatz,1030,661,1,competition
Romantische Weinbar,1160,1,1,competition
Verträumte Eck,9020,168,1,competition
Blauer Wirt,1050,47,1,competition
Erfahrene Wirtshaus,5020,44,1,competition
Gasthof Dorf,1170,7,1,competition
Elegante Hangout,8054,365,1,competition
Rustikale Ratskeller,8940,333,1,competition
Maritime Schmankerl,4020,283,1,competition
Geheimnisvolle Wanderhütte,8041,486,1,competition
Wein Ratsstube,1020,10,1,competition
Glänzende Kneipenlokal,8401,325,1,competition
Gesellige Hütte,7210,431,1,competition
Neue Ginmill,8330,286,1,competition
Quaint Rittersaal,6020,0,1,competition
Gesellige Mühle,8700,722,1,competition
Fröhliche Schankstube,8055,46,1,competition
Verträumte See,1030,49,1,competition
Ehrwürdige Waldhaus,4030,6,1,competition
Sonnen Esszimmer,8020,4,1,competition
Idyllische Taverna,1220,206,1,competition
Festliche Alm,1230,247,1,competition
Maritime Mühle,9545,7,1,competition
Edelweiß Salons,1020,543,1,competition
Edle Palast,1040,4,1,competition
Romantische Tenne,6130,244,1,competition
Bergdorf Ratsstube,2700,130,1,competition
Rauchige Haus,8720,41,1,competition
Rasante Hof,1160,122,1,competition
Wirtshaus Brauhaus,1150,124,1,competition
Glänzende Platz,2345,122,1,competition
Gemütliche Club,8075,85,1,competition
Bäuerliche Tafelspitz,1150,292,1,competition
Goldene Lokal,2603,648,1,competition
Bustling Hofladen,1030,810,1,competition
Ruhige Keller,2700,6,1,competition
Wiener Grillplatz,3950,10,1,competition
Herbstliche Kellerstüberl,1040,329,1,competition
Blauer Stube,4020,86,1,competition
Romantische Weinbistro,4020,162,1,competition
Dörfler Grillroom,2443,6,1,competition
Goldene Bräustüberl,4600,47,1,competition
Herzliche Watering hole,1020,25,1,competition
Blaue Hideaway,1230,123,1,competition
Bauer Weinlokal,1230,130,1,competition
Alpine Südseeparadies,1030,85,1,competition
Mühle Bodega,1060,121,1,competition
Rote Stadl,6600,3,1,competition
Alte Pinte,8051,486,1,competition
Roter Stüberl,8020,90,1,competition
Bauer Tal,4060,1740,1,competition
Stern Kaminzimmer,1220,124,1,competition
Idyllische Tafelspitz,1090,9,1,competition
Blauer Hideaway,1100,290,1,competition
Königliche Brauerei,3300,123,1,competition
Neue Platz,6850,2,1,competition
Herzliche Scheune,3910,5,1,competition
Malerische Hütte,1090,6,1,competition
Wein Bierstube,1210,81,1,competition
Countrified Hofladen,6020,163,1,competition
Fröhliche Felsenkeller,8010,1,1,competition
Sonnen Tanzschuppen,8010,85,1,competition
Sonnige Bräustüberl,1020,1095,1,competition
Traditionsreiche Schanke,6850,9,1,competition
Bergdorf Tenne,1040,9,1,competition
Königliche Kaminzimmer,1210,248,1,competition
Blauer Heuriger,1100,4,1,competition
Wolkenkratzer Wirtshaus,3100,668,1,competition
Märchenhafte Tenne,1160,284,1,competition
Kaiser Scheune,1060,130,1,competition
Mozart Hideaway,1040,85,1,competition
Roter See,9020,249,1,competition
Romantische See,1050,1,1,competition
Herzliche Schmiede,1210,452,1,competition
Edelweiß Kneipe,1220,2,1,competition
Kaiser Dive,1070,7,1,competition
Gastfreundliche Haus,1010,126,1,competition
Blaue Schlösschen,4030,4,1,competition
Märchenhafte Club,1190,88,1,competition
Roter Stüberl,8010,3,1,competition
Romantische Almhütte,1100,536,1,competition
Roter See,1220,9,1,competition
Blumen Platz,1150,4,1,competition
Alpine Jausenstation,1030,170,1,competition
Roter See,8055,9,1,competition
Malerische Speisesaal,6020,939,1,competition
Festliche Winery,5020,571,1,competition
Frische Bodega,4020,165,1,competition
Prachtvolle Schmankerl,3100,89,1,competition
Rustikale Dorfschenke,1040,6,1,competition
Schöne Rathskeller,4040,40,1,competition
Kultivierte Esszimmer,8051,0,1,competition
Königliche Schankstube,1200,264,1,competition
Rote Grillroom,1010,91,1,competition
Grüne Braustube,2340,652,1,competition
Rustikale Schanze,8020,1034,1,competition
Herzliche Schanze,1170,326,1,competition
Goldene Pizzeria,8020,413,1,competition
Scharfe Grillroom,9462,169,1,competition
Traditionelle Weinkeller,1110,5,1,competition
Festliche Hofladen,1230,603,1,competition
Herzog Hof,1110,124,1,competition
Ländliche Wirtshaus,2331,372,1,competition
Hof Blick,1180,166,1,competition
Blauer Ort,1100,2,1,competition
Maritime Mühle,9565,8,1,competition
Fröhliche Palast,3100,523,1,competition
Grüne Gasthof,5020,367,1,competition
Rasante Salons,5020,3,1,competition
Goldene Grillplatz,5020,1,1,competition
Alpen Blick,1150,1,1,competition
Rote Ratskeller,8010,7,1,competition
Herbstliche Juke joint,1090,2,1,competition
Wolkenkratzer Gesellschaftsraum,6020,855,1,competition
Roter Braustube,4020,128,1,competition
Stern Weinlokal,1050,6,1,competition
Bauer Ecke,1110,975,1,competition
Moderne Schmankerl,1150,41,1,competition
Maritime Tanzlokal,6890,448,1,competition
Maritime Ratskeller,8010,1,1,competition
Blaue Schlösschen,1230,178,1,competition
Schloss Lokal,1210,454,1,competition
Stille Palast,8041,3,1,competition
Rustikale Brauerei,1100,172,1,competition
Glänzende Ecke,8010,9,1,competition
Holz Stube,6210,5,1,competition
Köstliche Biergarten,1030,1297,1,competition
Mühle Stuben,1100,723,1,competition
Opulent Zirbelstube,2460,130,1,competition
Mozart Biergarten,2353,203,1,competition
Fischer Winery,2700,328,1,competition
Sanfte Küche,8820,284,1,competition
Romantische Almhütte,1080,1090,1,competition
Frische Ginmill,2261,2,1,competition
Wirtshaus Schlemmerparadies,4020,251,1,competition
Roter See,6020,126,1,competition
Rauchige Gaststube,6020,569,1,competition
Herzog Pizzeria,2540,665,1,competition
Roter Garten,1160,4,1,competition
Sanfte Kneipe,1010,9,1,competition
Rauchige Weinstube,4082,285,1,competition
Malerische Taverne,1030,534,1,competition
Edelweiß Kneipe,1020,121,1,competition
Sonnen Rathskeller,5020,171,1,competition
Nostalgische Grillroom,5020,211,1,competition
Maritime Hütte,3400,518,1,competition
Schöne Zimmer,5700,376,1,competition
Blauer Schänke,1150,493,1,competition
Gesellige Wirtshaus,1170,48,1,competition
Gastfreundliche Bierbrunnen,1140,48,1,competition
Bustling Schanke,2232,1,1,competition
Sanfte Schmiede,1080,1094,1,competition
Kleine Brauerei,6020,165,1,competition
Rote Alm,1010,40,1,competition
Sonnige Scheune,1030,5,1,competition
Schöne Schankstube,9020,454,1,competition
Herzog Weinstube,4020,171,1,competition
Kultivierte Taverne,1050,191,1,competition
Blauer Feuerstelle,3370,981,1,competition
Rustikale Speakeasy,6330,203,1,competition
Fröhliche Schmiede,1020,0,1,competition
Gasthof Heuriger,6850,208,1,competition
Stilvolle Weinlokal,1050,575,1,competition
Ländliche Hütte,1010,9,1,competition
Idyllische Hütte,6404,287,1,competition
Opulent Gasthof,6850,496,1,competition
Ruhige Zirbelstube,1120,532,1,competition
Rote Tisch,1220,329,1,competition
Bäuerliche Brauhaus,1010,3,1,competition
Gute Platz,6060,162,1,competition
Silberne Brauerei,4020,453,1,competition
Stilvolle Klause,1030,576,1,competition
Blaue Schlösschen,4040,82,1,competition
Gemütliche Grillplatz,9020,91,1,competition
Alpine Krug,2345,568,1,competition
Rustikale Ecke,1230,605,1,competition
Verträumte Ratskeller,1140,413,1,competition
Rote Heuriger,9020,84,1,competition
Grüne Schlemmerparadies,1160,494,1,competition
Gute Feuerstelle,1210,366,1,competition
Gemütliche Drinkery,2340,696,1,competition
Rustikale Herberge,8888,7,1,competition
Gasthof Grillplatz,1230,41,1,competition
Blumen Esszimmer,1060,8,1,competition
Ehrwürdige Gastgewölbe,8010,83,1,competition
Königliche Tal,4300,458,1,competition
Scharfe Blick,8713,2,1,competition
Schloss Krug,5020,84,1,competition
Gebackene Klause,6971,895,1,competition
Rote Eck,5020,4,1,competition
Große Gastgewölbe,8073,173,1,competition
Wein Tafelspitz,8020,1,1,competition
Rustikale Platzl,1200,47,1,competition
Bauer Winery,1190,1,1,competition
Glanzvolle Brauerei,1080,2,1,competition
Ruhige Tisch,1020,6,1,competition
Malerische Café,1160,1223,1,competition
Legendary Weinbistro,1230,85,1,competition
Wein Speisesaal,5020,365,1,competition
Adventurous Dorf,1120,90,1,competition
Edle Dorf,1150,7,1,competition
Holz Klause,2460,165,1,competition
Verträumte Tanzschuppen,6890,726,1,competition
Himmel Stube,3204,90,1,competition
Fischer Keller,1070,3,1,competition
Wald Ecke,4600,458,1,competition
Alpine Gourmet,8054,352,1,competition
Prachtvolle Platz,8010,49,1,competition
Kaiser Schlösschen,5020,815,1,competition
Köstliche Kellerstüberl,1090,2,1,competition
Stern Mühle,5020,6,1,competition
Nostalgische Kneipe,6020,365,1,competition
Kaiser Heuriger,1080,45,1,competition
Stilvolle Tisch,1170,4,1,competition
Rote Zirbelstube,6850,936,1,competition
Rustikale Café,4040,329,1,competition
Bauer Schmiede,2410,1,1,competition
Kultivierte Ginmill,1090,124,1,competition
Hohe Rebgarten,5020,47,1,competition
Königliche Schanke,2100,375,1,competition
Wald Zimmer,1010,7,1,competition
Edle See,9020,451,1,competition
Stille Kneipe,8020,87,1,competition
Blaue Speisesaal,1090,0,1,competition
Geheimnisvolle Tanzschuppen,1110,1300,1,competition
Quaint Watering hole,5020,10,1,competition
Quaint Burg,1060,1179,1,competition
Roter See,1010,2,1,competition
Sonnige Schenke,1100,573,1,competition
Sonnen Herberge,8280,263,1,competition
Blumen Kneipe,1020,694,1,competition
Wirtshaus Waldhaus,3150,581,1,competition
Moderne Felsenkeller,5020,168,1,competition
Grüne Bräustüberl,1150,1057,1,competition
Herbstliche Hofbräu,8020,81,1,competition
Kultivierte Schlemmerparadies,1010,9,1,competition
Winterliche Dive,5020,5,1,competition
Festliche Weinbar,3133,373,1,competition
Gesellige Alm,4020,209,1,competition
Glanzvolle Alm,8055,1438,1,competition
Verträumte Wirt,6300,249,1,competition
Countrified Bauernhof,2100,891,1,competition
Pittoreske Grillroom,6850,518,1,competition
Fröhliche Stadl,6460,410,1,competition
Winterliche Haus,1120,2,1,competition
Gastfreundliche Küche,4040,10,1,competition
Geheimnisvolle Hütte,1010,1,1,competition
Hohe Klause,1200,42,1,competition
Festliche Tal,1020,147,1,competition
Malerische Mühle,8020,42,1,competition
Idyllische Taverne,8130,381,1,competition
Rote Weinbar,4020,0,1,competition
Rustikale Club,1070,1,1,competition
Countrified Alm,1110,4,1,competition
Kleine Brauerei,8020,365,1,competition
Grüne Inn,7210,48,1,competition
Mozart Wanderhütte,4063,462,1,competition
Sonnen Tenne,6060,637,1,competition
Erfahrene Tal,3021,449,1,competition
Quaint Hofladen,6020,1015,1,competition
Alpen Heuriger,1010,209,1,competition
Gastfreundliche Platz,2700,633,1,competition
Wolkenkratzer Biergarten,6890,1,1,competition
Elegante Stüberl,8970,42,1,competition
Winterliche Café,1060,129,1,competition
Festliche Ort,1070,8,1,competition
Adventurous Verköstigungszimmer,1020,48,1,competition
Kaiser Weinbistro,9020,487,1,competition
Wein Taverne,1080,6,1,competition
Blumen Speiselokal,9500,727,1,competition
Blaue Schlösschen,5020,4,1,competition
Ehrwürdige Brauerei,8020,1142,1,competition
Berg Ort,2700,3,1,competition
Prachtvolle Weinbistro,1210,458,1,competition
Traditionsreiche Hofbräu,1110,2,1,competition
Bäuerliche Festscheune,2345,238,1,competition
Ländliche Speakeasy,8052,87,1,competition
Geheimnisvolle Gourmet,2424,376,1,competition
Romantische Ecke,6020,1270,1,competition
Bäuerliche Festscheune,1010,42,1,competition
Neue Herrenhaus,8010,122,1,competition
Grüne Schänke,1130,128,1,competition
Gesellige Heuriger,4202,815,1,competition
Blaue Stuben,1200,5,1,competition
Bunte Garten,1120,10,1,competition
Winterliche Esszimmer,1110,288,1,competition
Bäuerliche Jausenstation,1210,327,1,competition
Kaiser Almhütte,5020,126,1,competition
Fischer Pinte,2351,45,1,competition
Prachtvolle Tenne,1160,127,1,competition
Edle Zirbelstube,8010,122,1,competition
Sonnen Ratsstube,1120,4,1,competition
Silberne Winkel,1080,249,1,competition
Prachtvolle Stuben,1150,8,1,competition
Rustikale Hofbräu,1170,365,1,competition
Rauchige Zimmer,2380,8,1,competition
Ruhige Platz,3400,445,1,competition
Gasthof Winkel,1100,247,1,competition
Gemütliche Hütte,1160,6,1,competition
Edelweiß Stuben,4614,574,1,competition
Exotische Mühle,1210,545,1,competition
Kleine Kneipenlokal,5020,491,1,competition
Quaint Schänke,1210,287,1,competition
Herbstliche Gasthof,1100,41,1,competition
Geheimnisvolle Tanzschuppen,7100,230,1,competition
Legendary Grillplatz,4020,9,1,competition
Große Café,6020,128,1,competition
Frische Alm,9020,82,1,competition
Wiener Wanderhütte,4800,347,1,competition
Wald Café,1070,4,1,competition
Geheimnisvolle Dorfschenke,1010,926,1,competition
Frische Rathskeller,4400,204,1,competition
Rasante Bräustüberl,8010,123,1,competition
Gastfreundliche Esszimmer,8010,6,1,competition
Zirben Hideaway,1010,5,1,competition
Kleine Brauerei,1110,405,1,competition
Köstliche Rittersaal,1160,5,1,competition
Alpen Schmiede,1050,251,1,competition
Hof Drinkery,6020,649,1,competition
Goldene Tisch,1030,324,1,competition
Glänzende Speakeasy,1210,124,1,competition
Maritime Café,4441,128,1,competition
Winterliche Ecke,9813,131,1,competition
Moderne Taverna,2201,162,1,competition
Idyllische Schlemmerparadies,2524,325,1,competition
Countrified Haus,1050,47,1,competition
Alpen Alm,8010,653,1,competition
Rustikale Ecke,4020,5,1,competition
Opulent Ecke,4040,45,1,competition
Roter Stüberl,6330,44,1,competition
Malerische Schänke,3100,9,1,competition
Verträumte Küche,5340,7,1,competition
Himmel Weinlokal,2512,82,1,competition
Malerische Herrenhaus,2500,664,1,competition
Kleine Esszimmer,3340,288,1,competition
Berg Wirt,6363,202,1,competition
Rote Kneipe,4611,2,1,competition
Malerische Blick,2230,167,1,competition
Gebackene Hofladen,4030,170,1,competition
Schöne Schänke,1150,2,1,competition
Weinstube Drinkery,9020,45,1,competition
Scharfe Kaminzimmer,2201,447,1,competition
Geheimnisvolle Herrenhaus,3170,317,1,competition
Rustikale Bräustüberl,1080,48,1,competition
Malerische Stuben,1220,246,1,competition
Grüne Burg,2100,202,1,competition
Schöne Winery,1010,4,1,competition
Himmel Hof,2320,602,1,competition
Wirtshaus Weinkeller,5020,85,1,competition
Malerische Brauerei,1180,40,1,competition
Bustling Ecke,1220,206,1,competition
Mühle Salons,1080,211,1,competition
Verträumte Speiselokal,1150,6,1,competition
Herbstliche Esszimmer,6300,406,1,competition
Exotische Eatery,8712,895,1,competition
Gasthof Gaststube,6850,571,1,competition
Blaue Zimmer,8700,5,1,competition
Hof Garten,8665,406,1,competition
Kleine Brauerei,6020,288,1,competition
Hohe Pinte,8410,6,1,competition
Sanfte Ginmill,8435,333,1,competition
Traditionsreiche Keller,8650,0,1,competition
Bäuerliche Festscheune,1100,204,1,competition
Rote Hofladen,8010,288,1,competition
Fröhliche Hofladen,8051,327,1,competition
Roter See,4020,130,1,competition
Köstliche Herrenhaus,1030,9,1,competition
Rustikale See,1090,42,1,competition
Winterliche Taverne,9500,4,1,competition
Dörfler Tenne,1010,6,1,competition
Holz Salons,1160,299,1,competition
Wiener Lokal,6130,637,1,competition
Bäuerliche Jausenstation,1220,616,1,competition
Kleine Rathskeller,3100,83,1,competition
Elegante Schanke,1150,248,1,competition
Alpine Mühle,1190,374,1,competition
Quaint Gourmet,1100,892,1,competition
Köstliche Ginmill,3500,414,1,competition
Rote Grillplatz,8020,8,1,competition
Rustikale Schanke,1030,423,1,competition
Alte Gaststube,6900,1016,1,competition
Weinstube Bodega,1010,0,1,competition
Dörfler Weinbistro,1150,836,1,competition
Magische Gasthof,1060,735,1,competition
Gasthof Kneipe,2232,8,1,competition
Winterliche Klause,4100,45,1,competition
Idyllische Hof,1210,716,1,competition
Nostalgische Schmiede,9500,258,1,competition
Ruhige Blick,2124,168,1,competition
Idyllische Bierbrunnen,9020,408,1,competition
Roter Tal,1020,41,1,competition
Ländliche Ratsstube,1100,2,1,competition
Stern Festscheune,1220,84,1,competition
Glänzende Schmankerl,7201,1740,1,competition
Berg Festscheune,1100,283,1,competition
Rustikale Soda fountain,1100,172,1,competition
Traditionsreiche Waldhaus,1020,4,1,competition
Countrified Brauerei,1200,736,1,competition
Berg Pizzeria,8112,320,1,competition
Einsame Brauerei,9020,83,1,competition
Hof Salons,8700,724,1,competition
Erfahrene Kaminzimmer,6900,4,1,competition
Herbstliche Watering hole,1100,82,1,competition
Bunte Rebgarten,5020,209,1,competition
Kaiser Hofladen,1050,10,1,competition
Berg Haus,5020,163,1,competition
Winterliche Hofladen,1060,325,1,competition
Edelweiß Wirtshaus,1230,493,1,competition
Legendary Juke joint,1100,145,1,competition
Grüne Hofbräu,1100,1375,1,competition
Alte Krug,4600,492,1,competition
Rote Verköstigungszimmer,9020,406,1,competition
Berg Waldhaus,1020,125,1,competition
Kleine Gastgewölbe,1140,405,1,competition
Wein Stube,2514,153,1,competition
Roter See,8010,83,1,competition
Grüne Biergarten,2201,367,1,competition
Alpine Stuben,2103,171,1,competition
Herzog Hideaway,9560,171,1,competition
Bergdorf Garten,7350,49,1,competition
Bustling Küche,8054,918,1,competition
Sonnige Kellerstüberl,1230,690,1,competition
Kaiser Schlemmerparadies,1020,6,1,competition
Legendary Gesellschaftsraum,4020,1059,1,competition
Grüne Ratskeller,1040,83,1,competition
Gute Zirbelstube,1130,50,1,competition
Glänzende Grillroom,2103,7,1,competition
Hohe Weinkeller,1010,9,1,competition
Zirben Schlösschen,1100,9,1,competition
Edle Gourmet,1030,982,1,competition
Glänzende Schänke,1010,2,1,competition
Glanzvolle Schankstube,1010,3,1,competition
Blaue Bierstube,5400,87,1,competition
Pittoreske Feuerstelle,1200,692,1,competition
Alpen Watering hole,1050,9,1,competition
Elegante Dorfschenke,1090,208,1,competition
Gesellige Stadl,9020,325,1,competition
Romantische Dorfschenke,9020,404,1,competition
Fröhliche Blick,5020,44,1,competition
Kaiser Herberge,1090,1,1,competition
Winterliche Bierstube,1030,610,1,competition
Roter Stüberl,3100,81,1,competition
Malerische Eatery,5400,329,1,competition
Edelweiß Dive,8075,696,1,competition
Edelweiß Ratsstube,8010,292,1,competition
Bustling Rathskeller,8472,1091,1,competition
Festliche Tanzlokal,1020,4,1,competition
Gesellige Brauerei,8020,0,1,competition
Wolkenkratzer Palast,1010,0,1,competition
Gebackene Winery,5500,382,1,competition
Glänzende Gasthof,1080,267,1,competition
Gebackene Watering hole,1020,379,1,competition
Himmel Taverna,9620,7,1,competition
Ruhige Ort,1160,322,1,competition
Traditionsreiche Stuben,2320,535,1,competition
Bäuerliche Festscheune,1030,362,1,competition
Gute Gastgewölbe,2000,89,1,competition
Gastfreundliche Speisesaal,4052,210,1,competition
Gute Stube,2563,667,1,competition
Kleine Brauerei,9020,370,1,competition
Traditionsreiche Eck,1100,7,1,competition
Gebackene Biergarten,5020,2,1,competition
Frische Drinkery,8020,180,1,competition
Countrified Garten,4020,43,1,competition
Bergdorf Weinstube,1030,1,1,competition
Festliche Braustube,6020,7,1,competition
Bäuerliche Watering hole,8753,208,1,competition
Malerische Lokal,1030,177,1,competition
Frische Stadl,1100,1,1,competition
Mühle Grillroom,9020,605,1,competition
Verträumte Taverne,1060,83,1,competition
Herzliche Weinbar,1080,88,1,competition
Festliche Mühle,6067,10,1,competition
Geheimnisvolle Gasthof,1210,639,1,competition
Weinstube See,6900,640,1,competition
Prachtvolle Wirtshaus,3300,945,1,competition
Traditionsreiche Heuriger,1160,1007,1,competition
Frische Ratskeller,1120,5,1,competition
Herzog Ratskeller,3100,841,1,competition
Edle Café,1050,48,1,competition
Edle Club,6020,404,1,competition
Bäuerliche Festscheune,1200,331,1,competition
Verzauberte Esszimmer,1210,9,1,competition
Verzauberte Rebgarten,8430,662,1,competition
Roter Gasthof,8600,815,1,competition
Romantische Almhütte,5020,2110,1,competition
Sanfte Pizzeria,8010,613,1,competition
Kultivierte Südseeparadies,8055,900,1,competition
Exotische Salons,2130,286,1,competition
Roter Juke joint,1200,413,1,competition
Roter Hofladen,1190,1,1,competition
Rasante Gourmet,8770,978,1,competition
Königliche Tal,8052,574,1,competition
Rustikale Palast,1150,168,1,competition
Edle Tanzlokal,1140,496,1,competition
Erfahrene Hangout,6020,448,1,competition
Herzliche Schankstube,1090,181,1,competition
Fischer Gastzimmer,2404,447,1,competition
Exotische Tal,5020,284,1,competition
Edelweiß Blick,2514,8,1,competition
Festliche Feuerstelle,4400,49,1,competition
Herbstliche Speiselokal,1050,7,1,competition
Königliche Felsenkeller,8010,773,1,competition
Bustling Tenne,1180,8,1,competition
Gasthof Weinlokal,8010,44,1,competition
Gasthof Bierbrunnen,3494,245,1,competition
Himmel Brauerei,4020,978,1,competition
Edelweiß Ratskeller,2322,516,1,competition
Bauer Biergarten,1170,178,1,competition
Gute Ort,3500,855,1,competition
Gebackene Eck,1050,4,1,competition
Neue Kaminzimmer,1120,172,1,competition
Verträumte Waldhaus,1040,408,1,competition
Scharfe Juke joint,1150,252,1,competition
Bunte Grillplatz,3400,235,1,competition
Herzog Dive,1060,130,1,competition
Wiener Kaminzimmer,3370,260,1,competition
Magische Taverna,1210,368,1,competition
Mozart Stube,8682,811,1,competition
Ländliche Bauernhof,2102,368,1,competition
Große Weinkeller,1050,252,1,competition
Wein Esszimmer,8053,81,1,competition
Kleine Stuben,5400,583,1,competition
Hof Bierstube,1150,48,1,competition
Zirben Dorfschenke,8010,9,1,competition
Gastfreundliche Schmankerl,1150,2,1,competition
Idyllische Kneipenlokal,2326,3,1,competition
Große Küche,1220,169,1,competition
Berg Herrenhaus,1190,9,1,competition
Einsame Herrenhaus,1010,520,1,competition
Kleine Brauerei,9020,84,1,competition
Goldene Ratskeller,1020,7,1,competition
Sanfte Hideaway,1220,1084,1,competition
Bäuerliche Weinlokal,1040,2,1,competition
Moderne Blick,6020,694,1,competition
Prachtvolle Stube,1110,770,1,competition
Dörfler Wanderhütte,2620,290,1,competition
Schloss Haus,2232,867,1,competition
Herzog Bierstube,1030,109,1,competition
Rote Brauerei,8010,776,1,competition
Kultivierte Herrenhaus,1200,450,1,competition
Glänzende Stadl,1060,1611,1,competition
Märchenhafte Zimmer,4600,896,1,competition
Blauer Stadl,2552,48,1,competition
Weinstube Verköstigungszimmer,3500,124,1,competition
Alpen Stadl,1020,2067,1,competition
Legendary Stüberl,3100,351,1,competition
Königliche Burg,8820,205,1,competition
Herbstliche Schmankerl,8010,207,1,competition
Glanzvolle Drinkery,3281,1203,1,competition
Gasthof Lokal,1170,692,1,competition
Festliche Tanzschuppen,1060,1581,1,competition
Festliche Café,1010,4,1,competition
Alte Alm,4030,737,1,competition
Edelweiß Weinkeller,4020,490,1,competition
Romantische Speiselokal,8010,0,1,competition
Schöne Taverne,1100,492,1,competition
Glanzvolle Tal,1040,85,1,competition
Hof Hütte,1100,47,1,competition
Holz Weinbistro,2325,168,1,competition
Edelweiß Alm,8052,287,1,competition
Blaue Schlösschen,1150,1978,1,competition
Gesellige Tisch,1220,333,1,competition
Glänzende Platz,3430,247,1,competition
Moderne Mühle,1050,1262,1,competition
Holz Taverne,2540,208,1,competition
Neue Biergarten,1030,42,1,competition
Legendary Ort,2504,252,1,competition
Opulent Rathskeller,1100,127,1,competition
Berg Schänke,1170,5,1,competition
Alte Eck,6714,663,1,competition
Schloss Palast,1220,10,1,competition
Berg Weinbar,4800,165,1,competition
Stille Lokal,7000,531,1,competition
Berg Winery,4020,1,1,competition
Märchenhafte Watering hole,2700,143,1,competition
Geheimnisvolle Weinkneipe,1150,452,1,competition
Mühle Wanderhütte,1080,318,1,competition
Heimat Scheune,4020,248,1,competition
Wirtshaus Watering hole,5020,8,1,competition
Mozart Rathskeller,6842,8,1,competition
Blumen Blick,5020,48,1,competition
Gasthof Bodega,1010,408,1,competition
Gasthof Gasthof,8010,344,1,competition
Maritime Waldhaus,5020,7,1,competition
Adventurous Hütte,1110,290,1,competition
Traditionelle Scheune,4400,205,1,competition
Kaiser Taverna,1120,245,1,competition
Magische Brauhaus,6020,327,1,competition
Gute Küche,1140,447,1,competition
Stilvolle Pinte,1160,2,1,competition
Fröhliche Taverna,8020,1545,1,competition
Heimat Weinkneipe,1220,1010,1,competition
Stern Schlösschen,8753,247,1,competition
Bustling Weinkneipe,2483,410,1,competition
Bunte Drinkery,1020,344,1,competition
Stern Stube,6284,377,1,competition
Hohe Felsenkeller,5020,734,1,competition
Goldene Tafelspitz,4060,533,1,competition
Blaue Weinbistro,9020,2,1,competition
Holz Keller,6020,129,1,competition
Berg Felsenkeller,1020,10,1,competition
Berg Alm,8010,129,1,competition
Edelweiß Speakeasy,4020,48,1,competition
Malerische Soda fountain,8111,838,1,competition
Rasante Ginmill,1110,635,1,competition
Rauchige Alm,4470,604,1,competition
Herbstliche Gesellschaftsraum,1020,497,1,competition
Himmel Bierstube,5020,574,1,competition
Grüne Weinlokal,1100,3,1,competition
Kultivierte Klause,4020,292,1,competition
Legendary Gastzimmer,9020,165,1,competition
Glänzende Stubn,5020,202,1,competition
Glänzende Almhütte,2130,576,1,competition
Idyllische Krug,1050,431,1,competition
Roter See,1010,8,1,competition
Verträumte Blick,7000,633,1,competition
Nostalgische Tafelspitz,1010,0,1,competition
Blumen Brauhaus,8020,9,1,competition
Stille Rebgarten,2560,124,1,competition
Magische Schlösschen,4020,454,1,competition
Edle Küche,8262,288,1,competition
Edle Schankstube,3200,7,1,competition
Kleine Brauerei,1060,439,1,competition
Weinstube Ort,1100,2,1,competition
Gastfreundliche Grillplatz,1100,4,1,competition
Magische Ginmill,3133,88,1,competition
Hof Eatery,8324,129,1,competition
Kleine Brauerei,5020,211,1,competition
Gastfreundliche Weinlokal,1080,7,1,competition
Hohe Brauerei,8020,169,1,competition
Geheimnisvolle Stüberl,4300,631,1,competition
Wiener Taverna,1070,5,1,competition
Rote Herrenhaus,6900,1155,1,competition
Bustling Bauernhof,3100,126,1,competition
Geheimnisvolle Feuerstelle,1050,5,1,competition
Rote Ratsstube,6020,5,1,competition
Grüne Rebgarten,1120,1640,1,competition
Opulent Hofladen,5020,41,1,competition
Blaue Ecke,4600,466,1,competition
Alte Rathskeller,6060,1929,1,competition
Kultivierte Drinkery,1070,41,1,competition
Idyllische Zimmer,1020,1,1,competition
Gemütliche Jausenstation,1150,1303,1,competition
