name,zip,orders,month,delivery_service
Stern Kaminzimmer,1220,133,2,competition
Goldene Ort,2344,324,2,competition
Bäuerliche Festscheune,1220,439,2,competition
Wiener Tal,2500,857,2,competition
Ländliche Krug,1160,4,2,competition
Roter See,1070,233,2,competition
Pittoreske Kellerstüberl,1190,2046,2,competition
Blaue Schlösschen,4030,60,2,competition
Herzliche Scheune,3910,31,2,competition
Malerische Hütte,1090,174,2,competition
Kaiser Scheune,1060,168,2,competition
Mozart Hideaway,1040,93,2,competition
Sonnen Tanzschuppen,8010,51,2,competition
Sonnige Bräustüberl,1020,1102,2,competition
Traditionsreiche Schanke,6850,237,2,competition
Bergdorf Tenne,1040,100,2,competition
Gemütliche Club,8075,199,2,competition
Bäuerliche Tafelspitz,1150,373,2,competition
Goldene Lokal,2603,726,2,competition
Märchenhafte Tenne,1160,268,2,competition
Idyllische Tafelspitz,1090,6,2,competition
Blauer Heuriger,1100,1330,2,competition
Herzliche Watering hole,1020,4,2,competition
Blaue Hideaway,1230,127,2,competition
Goldene Bräustüberl,4600,511,2,competition
Fröhliche Felsenkeller,8010,7,2,competition
Bauer Weinlokal,1230,77,2,competition
Alpine Südseeparadies,1030,91,2,competition
Mühle Bodega,1060,111,2,competition
Rote Stadl,6600,304,2,competition
Herzog Dive,1060,109,2,competition
Edle Café,1050,37,2,competition
Edle Club,6020,482,2,competition
Wiener Kaminzimmer,3370,209,2,competition
Magische Taverna,1210,580,2,competition
Rustikale Palast,1150,177,2,competition
Edle Tanzlokal,1140,336,2,competition
Edelweiß Ratskeller,2322,387,2,competition
Mozart Stube,8682,542,2,competition
Ländliche Bauernhof,2102,343,2,competition
Große Weinkeller,1050,767,2,competition
Roter Juke joint,1200,512,2,competition
Roter Hofladen,1190,55,2,competition
Rasante Gourmet,8770,564,2,competition
Herzliche Schankstube,1090,103,2,competition
Fischer Gastzimmer,2404,524,2,competition
Hof Bierstube,1150,33,2,competition
Zirben Dorfschenke,8010,175,2,competition
Gastfreundliche Schmankerl,1150,8,2,competition
Gasthof Weinlokal,8010,141,2,competition
Gasthof Bierbrunnen,3494,9,2,competition
Wein Esszimmer,8053,80,2,competition
Kleine Stuben,5400,418,2,competition
Erfahrene Hangout,6020,861,2,competition
Exotische Bauernhof,6900,49,2,competition
Gebackene Eck,1050,9,2,competition
Bustling Tenne,1180,35,2,competition
Bauer Biergarten,1170,131,2,competition
Gute Ort,3500,1239,2,competition
Bäuerliche Festscheune,1200,466,2,competition
Königliche Tal,8052,692,2,competition
Ruhige Blick,4850,4,2,competition
Adventurous Stadl,1010,49,2,competition
Himmel Brauerei,4020,526,2,competition
Neue Kaminzimmer,1120,133,2,competition
Kultivierte Südseeparadies,8055,1057,2,competition
Verzauberte Esszimmer,1210,33,2,competition
Verzauberte Rebgarten,8430,486,2,competition
Roter Gasthof,8600,801,2,competition
Romantische Almhütte,5020,1184,2,competition
Sanfte Pizzeria,8010,620,2,competition
Verträumte Waldhaus,1040,521,2,competition
Scharfe Juke joint,1150,705,2,competition
Bunte Grillplatz,3400,124,2,competition
Herbstliche Speiselokal,1050,55,2,competition
Königliche Felsenkeller,8010,691,2,competition
Exotische Salons,2130,514,2,competition
Frische Ratskeller,1120,25,2,competition
Herzog Ratskeller,3100,655,2,competition
Exotische Tal,5020,362,2,competition
Herbstliche Bauernhof,1050,7,2,competition
Legendary Schankstube,8010,598,2,competition
Bauer Grillplatz,8081,301,2,competition
Blaue Südseeparadies,5020,108,2,competition
Kaiser Tal,6020,5,2,competition
Zirben Pizzeria,8322,52,2,competition
Bauer Schlösschen,5020,412,2,competition
Bäuerliche Jausenstation,1140,663,2,competition
Rote Dive,5020,9,2,competition
Festliche Brauhaus,6020,202,2,competition
Gastfreundliche Schankstube,1160,236,2,competition
Herzog Hofbräu,1230,110,2,competition
Stille Speakeasy,1030,12,2,competition
Ruhige Schankstube,8152,224,2,competition
Gebackene Ratsstube,9020,60,2,competition
Magische Taverne,1050,14,2,competition
Bäuerliche Hütte,8720,357,2,competition
Verträumte Platz,4470,371,2,competition
Nostalgische Gaststube,1090,232,2,competition
Grüne Bodega,3160,683,2,competition
Gebackene Brauerei,4400,1533,2,competition
Holz Wanderhütte,8010,500,2,competition
Kleine Brauerei,1090,248,2,competition
Gasthof Tanzlokal,5026,822,2,competition
Romantische Schenke,2136,444,2,competition
Frische Kneipe,2752,270,2,competition
Sonnige Soda fountain,6020,99,2,competition
Edle Hof,1160,891,2,competition
Wein Felsenkeller,2540,389,2,competition
Rustikale Waldhaus,1010,158,2,competition
Wein Weinkneipe,1160,154,2,competition
Schöne Pizzeria,6020,9,2,competition
Geheimnisvolle Esszimmer,1100,799,2,competition
Stern Keller,4020,573,2,competition
Maritime Bierstube,8073,433,2,competition
Weinstube Dive,6845,524,2,competition
Traditionsreiche Lokal,4400,346,2,competition
Blauer Winkel,1230,745,2,competition
Bauer Gourmet,1070,55,2,competition
Verzauberte Verköstigungszimmer,6112,415,2,competition
Alpine Schanze,8010,101,2,competition
Alpen Café,8700,141,2,competition
Erfahrene Esszimmer,2700,887,2,competition
Goldene Biergarten,8055,373,2,competition
Schloss Palast,1090,131,2,competition
Gebackene Bodega,1030,47,2,competition
Alpine Club,2700,440,2,competition
Schloss Weinbistro,6574,26,2,competition
Glanzvolle Hofbräu,1050,18,2,competition
Stilvolle Hütte,1220,892,2,competition
Fischer Hof,1070,478,2,competition
Countrified Bierbrunnen,1180,1464,2,competition
Malerische Gourmet,1030,176,2,competition
Herzliche Bauernhof,2700,382,2,competition
Moderne Weinkeller,3500,106,2,competition
Mozart Weinkeller,1180,442,2,competition
Wein Platzl,6844,1154,2,competition
Schloss Dive,1210,700,2,competition
Fischer Dorfschenke,8010,254,2,competition
Rustikale Heuriger,1100,217,2,competition
Neue Dive,1070,31,2,competition
Mühle Almhütte,1160,9,2,competition
Idyllische Almhütte,1160,145,2,competition
Sonnen Stadl,1030,56,2,competition
Alpine Platzl,1010,330,2,competition
Romantische Almhütte,1190,190,2,competition
Heimat Blick,1130,88,2,competition
Rauchige Festscheune,1140,313,2,competition
Bustling Kellerstüberl,1120,16,2,competition
Rasante Inn,1030,10,2,competition
Stern Stube,6200,655,2,competition
Stilvolle Speakeasy,2231,594,2,competition
Sonnige Weinkeller,3130,229,2,competition
Wein Alm,6130,443,2,competition
Traditionelle Biergarten,5020,50,2,competition
Romantische Bauernhof,8020,474,2,competition
Edle Weinkeller,2345,141,2,competition
Maritime Dorf,1020,11,2,competition
Malerische Rathskeller,6020,75,2,competition
Königliche Hofbräu,1120,9,2,competition
Gute Felsenkeller,1030,83,2,competition
Bunte Grillplatz,3370,145,2,competition
Hof Festscheune,3830,94,2,competition
Mozart Eck,6020,80,2,competition
Köstliche Stadl,8053,4,2,competition
Himmel Ratskeller,5020,8,2,competition
Legendary Zimmer,1210,643,2,competition
Berg Ort,4050,227,2,competition
Mühle Stüberl,8020,12,2,competition
Glänzende Küche,3830,77,2,competition
Ehrwürdige Grillroom,2700,771,2,competition
Kleine Brauerei,8010,141,2,competition
Kleine Schanke,1200,157,2,competition
Alpen Speakeasy,5020,4,2,competition
Schloss Zirbelstube,4060,815,2,competition
Stille Festscheune,6130,420,2,competition
Nostalgische Garten,3001,188,2,competition
Roter See,1010,9,2,competition
Countrified Hofbräu,6300,1499,2,competition
Stilvolle Schmankerl,6971,307,2,competition
Scharfe Grillroom,9462,115,2,competition
Traditionelle Weinkeller,1110,9,2,competition
Festliche Hofladen,1230,479,2,competition
Stille Palast,8041,15,2,competition
Rustikale Brauerei,1100,120,2,competition
Glänzende Ecke,8010,11,2,competition
Holz Stube,6210,16,2,competition
Rustikale Dorfschenke,1040,13,2,competition
Roter See,1220,9,2,competition
Blumen Platz,1150,76,2,competition
Opulent Zirbelstube,2460,277,2,competition
Mozart Biergarten,2353,158,2,competition
Maritime Mühle,9565,6,2,competition
Fröhliche Palast,3100,379,2,competition
Köstliche Biergarten,1030,917,2,competition
Mühle Stuben,1100,575,2,competition
Frische Bräustüberl,9020,13,2,competition
Kleine Brauerei,1020,512,2,competition
Bauer Palast,8020,415,2,competition
Neue Bierstube,1150,1404,2,competition
Alpen Blick,1150,14,2,competition
Rote Ratskeller,8010,1,2,competition
Hof Blick,1180,193,2,competition
Blauer Ort,1100,13,2,competition
Maritime Ratskeller,8010,18,2,competition
Märchenhafte Club,1190,217,2,competition
Roter Stüberl,8010,19,2,competition
Romantische Almhütte,1100,427,2,competition
Bauer Ecke,1110,744,2,competition
Moderne Schmankerl,1150,10,2,competition
Maritime Tanzlokal,6890,796,2,competition
Alpine Jausenstation,1030,217,2,competition
Roter See,8055,11,2,competition
Grüne Braustube,2340,957,2,competition
Rustikale Schanze,8020,980,2,competition
Herzliche Schanze,1170,452,2,competition
Goldene Pizzeria,8020,343,2,competition
Goldene Schmankerl,1030,194,2,competition
Herbstliche Juke joint,1090,98,2,competition
Wolkenkratzer Gesellschaftsraum,6020,1275,2,competition
Roter Braustube,4020,133,2,competition
Blaue Schlösschen,1230,103,2,competition
Schloss Lokal,1210,654,2,competition
Festliche Winery,5020,960,2,competition
Frische Bodega,4020,230,2,competition
Prachtvolle Schmankerl,3100,16,2,competition
Malerische Speisesaal,6020,1159,2,competition
Stern Weinlokal,1050,3,2,competition
Herzog Hof,1110,153,2,competition
Ländliche Wirtshaus,2331,223,2,competition
Schöne Rathskeller,4040,40,2,competition
Kultivierte Esszimmer,8051,15,2,competition
Bunte Wirt,1020,5,2,competition
Romantische Kneipe,1100,210,2,competition
Wirtshaus Ratskeller,1100,106,2,competition
Ländliche Speiselokal,4020,384,2,competition
Hof Garten,4070,306,2,competition
Adventurous Weinbar,2452,235,2,competition
Einsame Haus,1120,149,2,competition
Mozart Club,8041,409,2,competition
Schöne Pinte,1220,7,2,competition
Neue Scheune,1100,14,2,competition
Adventurous Club,3430,134,2,competition
Verzauberte Taverne,6900,156,2,competition
Gebackene Ratskeller,2700,6,2,competition
Traditionelle Felsenkeller,5071,16,2,competition
Weinstube Palast,5280,354,2,competition
Stille Soda fountain,4020,129,2,competition
Gebackene Watering hole,1010,136,2,competition
Bäuerliche Waldhaus,8582,100,2,competition
Königliche Jausenstation,1010,10,2,competition
Verzauberte Inn,1130,381,2,competition
Rote Weinkneipe,1160,157,2,competition
Rustikale Weinbar,1200,5,2,competition
Ruhige Hangout,3040,316,2,competition
Wein Stüberl,6020,193,2,competition
Grüne Bierstube,3423,217,2,competition
Goldene Hangout,5020,116,2,competition
Glanzvolle Wanderhütte,1030,31,2,competition
Ehrwürdige Inn,8020,17,2,competition
Scharfe Weinstube,1160,454,2,competition
Gastfreundliche Tenne,6900,310,2,competition
Gemütliche Schlemmerparadies,1050,2641,2,competition
Alpine Gesellschaftsraum,6900,127,2,competition
Stille Pinte,3150,456,2,competition
Schöne Brauhaus,2514,194,2,competition
Frische Tafelspitz,1230,333,2,competition
Roter Scheune,8010,377,2,competition
Blauer Festscheune,1040,5,2,competition
Maritime Pinte,9020,141,2,competition
Mühle Stube,1010,58,2,competition
Exotische Watering hole,1100,19,2,competition
Neue Taverna,8700,451,2,competition
Legendary Bauernhof,3133,141,2,competition
Grüne Ecke,5020,1091,2,competition
Grüne Herberge,1180,358,2,competition
Nostalgische Gasthof,1040,112,2,competition
Grüne Feuerstelle,4050,437,2,competition
Bustling Salons,1090,89,2,competition
Blaue Blick,4030,744,2,competition
Bunte Speisesaal,1020,49,2,competition
Herzliche Watering hole,1010,3,2,competition
Alpine Watering hole,1200,7,2,competition
Ehrwürdige Dorf,9020,277,2,competition
Herbstliche Ratsstube,1060,10,2,competition
Große Grillroom,4840,876,2,competition
Wiener Soda fountain,9620,163,2,competition
Countrified Bräustüberl,1070,152,2,competition
Mühle Bierbrunnen,8010,124,2,competition
Stern Tanzlokal,1020,447,2,competition
Große Winkel,1140,147,2,competition
Hof Schmiede,1090,750,2,competition
Bergdorf Bierstube,6020,9,2,competition
Stilvolle Verköstigungszimmer,1090,260,2,competition
Bunte Weinkeller,4710,152,2,competition
Kleine Brauerei,2700,615,2,competition
Weinstube Weinkneipe,8200,936,2,competition
Opulent Dorfschenke,6300,308,2,competition
Dörfler Herrenhaus,4040,1627,2,competition
Opulent Alm,1130,1478,2,competition
Winterliche Blick,1210,235,2,competition
Zirben Felsenkeller,8401,786,2,competition
Legendary Scheune,7000,30,2,competition
Magische Garten,1200,147,2,competition
Magische Lokal,3430,390,2,competition
Festliche Wirtshaus,2700,158,2,competition
Stilvolle Gastzimmer,4020,57,2,competition
Stille Eatery,8435,390,2,competition
Bergdorf Winery,6020,12,2,competition
Bustling Speakeasy,1050,342,2,competition
Fröhliche Eatery,4020,174,2,competition
Stilvolle Stuben,8010,381,2,competition
Bergdorf Weinbar,4860,845,2,competition
Hof Zirbelstube,5020,354,2,competition
Gastfreundliche Stubn,6112,171,2,competition
Alpen Hofbräu,9500,708,2,competition
Alte Hangout,4020,854,2,competition
Schloss Bierbrunnen,4470,148,2,competition
Grüne Wirt,1110,204,2,competition
Gasthof Pizzeria,1100,156,2,competition
Glanzvolle Weinbistro,8020,292,2,competition
Goldene Inn,1130,385,2,competition
Scharfe Garten,1090,542,2,competition
Bunte Tenne,1150,11,2,competition
Stille Bierbrunnen,1110,8,2,competition
Fischer Krug,6235,168,2,competition
Silberne Mühle,1040,184,2,competition
Himmel Krug,1120,12,2,competition
Dörfler Keller,1220,481,2,competition
Edle Herberge,1030,142,2,competition
Rote Blick,2514,376,2,competition
Dörfler Burg,1030,570,2,competition
Stilvolle See,5020,777,2,competition
Moderne Mühle,1050,872,2,competition
Holz Taverne,2540,155,2,competition
Neue Biergarten,1030,130,2,competition
Einsame Herrenhaus,1010,309,2,competition
Kleine Brauerei,9020,321,2,competition
Legendary Ort,2504,264,2,competition
Opulent Rathskeller,1100,34,2,competition
Berg Schänke,1170,9,2,competition
Kultivierte Herrenhaus,1200,273,2,competition
Blauer Stadl,2552,83,2,competition
Edelweiß Weinkeller,4020,293,2,competition
Romantische Speiselokal,8010,8,2,competition
Schöne Taverne,1100,420,2,competition
Rote Brauerei,8010,832,2,competition
Alte Eck,6714,660,2,competition
Schloss Palast,1220,9,2,competition
Legendary Stüberl,3100,266,2,competition
Königliche Burg,8820,151,2,competition
Herbstliche Schmankerl,8010,135,2,competition
Stille Lokal,7000,537,2,competition
Berg Winery,4020,18,2,competition
Märchenhafte Watering hole,2700,171,2,competition
Berg Weinbar,4800,228,2,competition
Weinstube Verköstigungszimmer,3500,120,2,competition
Alpen Stadl,1020,1624,2,competition
Idyllische Kneipenlokal,2326,28,2,competition
Große Küche,1220,179,2,competition
Holz Weinbistro,2325,148,2,competition
Edelweiß Alm,8052,421,2,competition
Schloss Haus,2232,615,2,competition
Herzog Bierstube,1030,122,2,competition
Geheimnisvolle Weinkneipe,1150,852,2,competition
Verträumte Pizzeria,2103,300,2,competition
Himmel Schmankerl,1100,1173,2,competition
Glänzende Stadl,1060,747,2,competition
Märchenhafte Zimmer,4600,1627,2,competition
Blaue Schlösschen,1150,927,2,competition
Gesellige Tisch,1220,325,2,competition
Glänzende Platz,3430,159,2,competition
Sanfte Hideaway,1220,1476,2,competition
Goldene Ratskeller,1020,10,2,competition
Glanzvolle Tal,1040,29,2,competition
Hof Hütte,1100,27,2,competition
Bäuerliche Weinlokal,1040,10,2,competition
Moderne Blick,6020,679,2,competition
Prachtvolle Stube,1110,910,2,competition
Dörfler Wanderhütte,2620,186,2,competition
Berg Herrenhaus,1190,52,2,competition
Glanzvolle Drinkery,3281,922,2,competition
Gasthof Lokal,1170,505,2,competition
Festliche Tanzschuppen,1060,11,2,competition
Glänzende Stubn,5020,572,2,competition
Glänzende Almhütte,2130,710,2,competition
Idyllische Krug,1050,328,2,competition
Roter See,1010,11,2,competition
Wirtshaus Watering hole,5020,11,2,competition
Verträumte Blick,7000,399,2,competition
Nostalgische Tafelspitz,1010,7,2,competition
Blumen Brauhaus,8020,799,2,competition
Heimat Weinkneipe,1220,658,2,competition
Stern Schlösschen,8753,262,2,competition
Stilvolle Pinte,1160,119,2,competition
Fröhliche Taverna,8020,1769,2,competition
Magische Schlösschen,4020,1130,2,competition
Berg Alm,8010,82,2,competition
Edelweiß Speakeasy,4020,32,2,competition
Malerische Soda fountain,8111,809,2,competition
Rasante Ginmill,1110,390,2,competition
Adventurous Hütte,1110,667,2,competition
Stille Rebgarten,2560,103,2,competition
Bunte Drinkery,1020,176,2,competition
Stern Stube,6284,241,2,competition
Kleine Brauerei,1060,316,2,competition
Weinstube Ort,1100,30,2,competition
Gastfreundliche Grillplatz,1100,7,2,competition
Blaue Weinbistro,9020,53,2,competition
Holz Keller,6020,181,2,competition
Edle Küche,8262,123,2,competition
Edle Schankstube,3200,34,2,competition
Bustling Weinkneipe,2483,465,2,competition
Grüne Weinlokal,1100,35,2,competition
Herbstliche Gesellschaftsraum,1020,373,2,competition
Himmel Bierstube,5020,372,2,competition
Gasthof Gasthof,8010,284,2,competition
Maritime Waldhaus,5020,157,2,competition
Traditionelle Scheune,4400,313,2,competition
Kaiser Taverna,1120,320,2,competition
Magische Brauhaus,6020,1275,2,competition
Gute Küche,1140,990,2,competition
Berg Felsenkeller,1020,18,2,competition
Magische Ginmill,3133,58,2,competition
Gemütliche Weinkeller,1130,34,2,competition
Kultivierte Klause,4020,483,2,competition
Legendary Gastzimmer,9020,185,2,competition
Mozart Rathskeller,6842,234,2,competition
Rauchige Alm,4470,438,2,competition
Blumen Blick,5020,11,2,competition
Gasthof Bodega,1010,260,2,competition
Mühle Wanderhütte,1080,254,2,competition
Heimat Scheune,4020,274,2,competition
Hohe Felsenkeller,5020,792,2,competition
Hof Gourmet,2424,252,2,competition
Schloss Verköstigungszimmer,1080,2,2,competition
Alpen Soda fountain,1030,348,2,competition
Kultivierte Speakeasy,6845,188,2,competition
Exotische Jausenstation,8020,84,2,competition
Bustling Dorf,1210,229,2,competition
Bunte Pinte,7100,442,2,competition
Ehrwürdige Grillplatz,3003,57,2,competition
Alpine Zimmer,6410,489,2,competition
Ruhige Rathskeller,1220,440,2,competition
Opulent Taverne,1200,12,2,competition
Grüne Rathskeller,2100,297,2,competition
Verträumte Esszimmer,2340,243,2,competition
Fischer Dorf,6020,99,2,competition
Gesellige Juke joint,1060,22,2,competition
Zirben Grillplatz,1210,1012,2,competition
Wein Festscheune,1070,98,2,competition
Berg Stuben,1100,119,2,competition
Stern Wirt,4020,259,2,competition
Silberne Weinbar,1180,406,2,competition
Königliche Schmankerl,4664,140,2,competition
Kaiser Club,8010,146,2,competition
Ruhige Wirt,1230,1384,2,competition
Idyllische Wirtshaus,8472,733,2,competition
Dörfler Gastzimmer,9800,35,2,competition
Wiener Juke joint,4600,1297,2,competition
Große Küche,1150,304,2,competition
Goldene Ratsstube,6020,118,2,competition
Gute Blick,8055,157,2,competition
Glänzende Eck,8720,191,2,competition
Mühle Gaststube,2620,783,2,competition
Festliche Speiselokal,8010,13,2,competition
Berg Heuriger,4020,256,2,competition
Kaiser Salons,8010,1669,2,competition
Königliche Schanke,6020,578,2,competition
Bustling Gesellschaftsraum,9500,390,2,competition
Gasthof Hofladen,1030,290,2,competition
Verträumte Gesellschaftsraum,8020,275,2,competition
Wald Lokal,1120,810,2,competition
Grüne Kellerstüberl,4030,131,2,competition
Gute Stüberl,1020,29,2,competition
Grüne Kneipenlokal,1110,566,2,competition
Prachtvolle Lokal,1160,16,2,competition
Kleine Schenke,4400,548,2,competition
Romantische Platz,8020,274,2,competition
Roter Rittersaal,1170,331,2,competition
Stilvolle Weinbar,6020,172,2,competition
Opulent Weinkeller,1010,179,2,competition
Stille Schmankerl,6020,15,2,competition
Himmel Kneipenlokal,5700,398,2,competition
Zirben Rittersaal,1040,99,2,competition
Sonnen Stuben,1020,56,2,competition
Goldene Club,1150,296,2,competition
Bunte Grillplatz,2345,355,2,competition
Hof Eatery,8324,380,2,competition
Kleine Brauerei,5020,225,2,competition
Gastfreundliche Weinlokal,1080,27,2,competition
Hohe Brauerei,8020,220,2,competition
Geheimnisvolle Stüberl,4300,563,2,competition
Blauer Ginmill,1060,29,2,competition
Hof Winkel,8010,5,2,competition
Opulent Hofladen,5020,29,2,competition
Blaue Ecke,4600,266,2,competition
Alte Rathskeller,6060,1434,2,competition
Maritime Stadl,2821,675,2,competition
Stille Drinkery,1170,29,2,competition
Erfahrene Ecke,5020,5,2,competition
Elegante Pizzeria,8740,119,2,competition
Kultivierte Drinkery,1070,17,2,competition
Gemütliche Jausenstation,1150,878,2,competition
Goldene Schanke,1100,34,2,competition
Alte Keller,7551,176,2,competition
Verträumte Inn,3300,480,2,competition
Fischer Burg,8010,365,2,competition
Idyllische Schenke,8020,648,2,competition
Roter See,1180,32,2,competition
Wirtshaus Tisch,6060,461,2,competition
Bergdorf Eatery,9020,13,2,competition
Idyllische Zimmer,1020,7,2,competition
Gebackene Eck,1080,9,2,competition
Holz Herrenhaus,1100,261,2,competition
Rote Alm,1150,33,2,competition
Festliche Burg,1050,38,2,competition
Ländliche Eatery,2700,18,2,competition
Sonnige Gasthof,8010,10,2,competition
Bustling Festscheune,3251,111,2,competition
Adventurous Weinkeller,5020,827,2,competition
Ehrwürdige Wirt,1030,288,2,competition
Wirtshaus Südseeparadies,2231,61,2,competition
Ruhige Bauernhof,8020,753,2,competition
Romantische Schenke,6130,465,2,competition
Geheimnisvolle Feuerstelle,1050,7,2,competition
Rote Ratsstube,6020,12,2,competition
Grüne Rebgarten,1120,1261,2,competition
Wiener Taverna,1070,30,2,competition
Rote Herrenhaus,6900,777,2,competition
Bustling Bauernhof,3100,79,2,competition
Bergdorf Club,3350,60,2,competition
Nostalgische Stadl,4020,13,2,competition
Fröhliche Verköstigungszimmer,6020,37,2,competition
Einsame Rittersaal,4030,30,2,competition
Köstliche Gastzimmer,8410,87,2,competition
Malerische Kaminzimmer,9431,451,2,competition
Königliche Dive,1220,237,2,competition
Scharfe Inn,6060,33,2,competition
Glanzvolle Schenke,2340,1191,2,competition
Traditionelle Speisesaal,5020,446,2,competition
Wein See,2000,154,2,competition
Moderne Haus,9400,5,2,competition
Rote Alm,8010,6,2,competition
Bunte Dive,1010,9,2,competition
Rote Alm,1220,167,2,competition
Kaiser Palast,6850,537,2,competition
Glänzende Gesellschaftsraum,5020,8,2,competition
Einsame Ecke,2620,212,2,competition
Kleine Brauerei,6020,271,2,competition
Malerische Stubn,9020,4,2,competition
Nostalgische Weinkeller,9020,585,2,competition
Legendary Schanze,4030,604,2,competition
Countrified Kellerstüberl,4522,78,2,competition
Moderne Brauhaus,1160,352,2,competition
Romantische Schlösschen,8700,255,2,competition
Rustikale Blick,8041,9,2,competition
Rustikale Wirt,1100,13,2,competition
Prachtvolle Stadl,1220,2084,2,competition
Alpen Weinstube,2130,228,2,competition
Blumen Burg,8010,5,2,competition
Kaiser Salons,1020,98,2,competition
Rauchige Bodega,6020,77,2,competition
Romantische Waldhaus,3362,364,2,competition
Blaue Schlemmerparadies,8020,139,2,competition
Himmel Ort,8020,265,2,competition
Blaue Platz,6700,430,2,competition
Sonnen Jausenstation,1140,2039,2,competition
Ruhige Waldhaus,6700,296,2,competition
Verzauberte Südseeparadies,1100,381,2,competition
Blauer Waldhaus,1080,124,2,competition
Schöne Pinte,1100,177,2,competition
Roter See,5020,12,2,competition
Köstliche Schlemmerparadies,8010,7,2,competition
Gasthof Jausenstation,1140,180,2,competition
Wirtshaus Pinte,6020,282,2,competition
Einsame Brauhaus,1100,96,2,competition
Silberne Kaminzimmer,3100,142,2,competition
Traditionsreiche Dive,1200,1256,2,competition
Zirben Winkel,1020,112,2,competition
Quaint Brauhaus,1160,525,2,competition
Hof Herberge,5020,236,2,competition
Rasante Klause,2252,105,2,competition
Kleine Weinkneipe,6166,16,2,competition
Weinstube Bierstube,1110,32,2,competition
Weinstube Hofladen,8073,30,2,competition
Glänzende Tanzlokal,8010,112,2,competition
Herzliche Bräustüberl,1100,234,2,competition
Ruhige Eatery,1100,535,2,competition
Roter See,1030,1166,2,competition
Berg Braustube,3133,338,2,competition
Stern Schenke,2525,432,2,competition
Adventurous Kneipe,9433,111,2,competition
Scharfe Hofladen,1100,178,2,competition
Wiener Watering hole,8020,60,2,competition
Blauer Weinlokal,2823,470,2,competition
Idyllische Winkel,5723,470,2,competition
Stilvolle Zirbelstube,1020,173,2,competition
Wirtshaus Bräustüberl,1100,344,2,competition
Alte Schlemmerparadies,1010,714,2,competition
Gasthof See,8410,366,2,competition
Elegante Ratsstube,9813,346,2,competition
Prachtvolle Taverne,8020,250,2,competition
Herzog Kellerstüberl,4020,469,2,competition
Gebackene Scheune,4400,92,2,competition
Romantische Taverne,8600,274,2,competition
Traditionsreiche Stubn,1190,17,2,competition
Sonnen Club,1090,603,2,competition
Idyllische Keller,1190,11,2,competition
Prachtvolle Weinbar,2620,199,2,competition
Kaiser Bodega,6170,643,2,competition
Wirtshaus Weinbar,8054,918,2,competition
Elegante Ginmill,1210,350,2,competition
Countrified Bierbrunnen,1030,2199,2,competition
Roter See,1110,58,2,competition
Ländliche Eck,1180,352,2,competition
Romantische Watering hole,8580,57,2,competition
Opulent Alm,4020,1699,2,competition
Alpen Festscheune,4020,1418,2,competition
Wirtshaus Almhütte,1010,30,2,competition
Maritime Weinkeller,8053,416,2,competition
Rustikale Ginmill,1190,380,2,competition
Exotische Feuerstelle,1010,15,2,competition
Opulent Alm,1070,611,2,competition
Bergdorf Palast,8020,175,2,competition
Bäuerliche Hofbräu,3140,256,2,competition
Kaiser Blick,4810,977,2,competition
Roter Waldhaus,2000,261,2,competition
Wald Almhütte,2353,324,2,competition
Festliche Bierbrunnen,1080,10,2,competition
Frische Hütte,6020,274,2,competition
Wiener Almhütte,1090,1535,2,competition
Adventurous Rittersaal,1230,575,2,competition
Kleine Felsenkeller,1140,253,2,competition
Hohe Hideaway,8430,550,2,competition
Einsame Schmiede,4020,31,2,competition
Rustikale Platz,1060,258,2,competition
Alpen Schänke,5204,327,2,competition
Festliche Alm,1230,260,2,competition
Kaiser Brauerei,2500,2,2,competition
Rauchige Winery,8010,303,2,competition
Roter See,1100,3,2,competition
Mühle Grillplatz,1030,309,2,competition
Edelweiß Eatery,1160,255,2,competition
Neue Ginmill,8330,264,2,competition
Quaint Rittersaal,6020,228,2,competition
Gesellige Mühle,8700,573,2,competition
Fröhliche Schankstube,8055,109,2,competition
Verträumte See,1030,135,2,competition
Ehrwürdige Waldhaus,4030,426,2,competition
Fröhliche Herrenhaus,1050,6,2,competition
Traditionelle Watering hole,2120,384,2,competition
Edle Platzl,9800,54,2,competition
Gesellige See,8700,276,2,competition
Wirtshaus Brauhaus,1150,562,2,competition
Gebackene Schenke,1140,562,2,competition
Verträumte Eck,9020,126,2,competition
Blauer Wirt,1050,38,2,competition
Erfahrene Wirtshaus,5020,33,2,competition
Glänzende Platz,2345,155,2,competition
Rustikale Kellerstüberl,8045,846,2,competition
Romantische Weinbar,1160,312,2,competition
Maritime Mühle,9545,174,2,competition
Edelweiß Salons,1020,553,2,competition
Edle Palast,1040,32,2,competition
Romantische Tenne,6130,284,2,competition
Romantische Almhütte,6020,1265,2,competition
Roter See,1060,29,2,competition
Weinstube Eatery,2700,720,2,competition
Sonnen Esszimmer,8020,17,2,competition
Idyllische Taverna,1220,338,2,competition
Ehrwürdige Südseeparadies,1110,437,2,competition
Gesellige Hütte,7210,403,2,competition
Weinstube Stuben,2700,302,2,competition
Bergdorf Ratsstube,2700,178,2,competition
Verzauberte Alm,1160,932,2,competition
Bunte Weinkneipe,1200,15,2,competition
Rauchige Haus,8720,148,2,competition
Rasante Hof,1160,231,2,competition
Geheimnisvolle Wanderhütte,8041,620,2,competition
Wein Ratsstube,1020,4,2,competition
Glänzende Kneipenlokal,8401,357,2,competition
